COF_ID,SMILES,Topology,Dimensionality,Functional_Groups,Surface_Area_m2g,Pore_Volume_cm3g,Density_gcm3,Pore_Size_Angstrom,Porosity_fraction,Thermal_Stability_C,Bandgap_eV,Charge_Mobility_cm2Vs,CO2_Uptake_mmolg,CH4_Uptake_mmolg,H2_Uptake_mmolg,CO2_CH4_Selectivity,CO2_N2_Selectivity,SOx_Stability_Score,NOx_Stability_Score,H2O_Stability_Score,C_Content_percent,H_Content_percent,N_Content_percent,O_Content_percent,Other_Content_percent,IR_Peaks_cm1,IR_Intensities,Raman_Peaks_cm1,Raman_Intensities,PXRD_Peaks_2theta,PXRD_Intensities,Discovery_Year,Patent_Status,Novelty_Score
COF_0010,c1ccc(cc1)O,bor,3D,SO3H;CF3,3114.536841674092,2.684774723624934,0.8552026146686288,23.863047542006335,0.3344635217487162,526.7446176017826,2.961238815575458,0.8872952917504856,16.73990337871933,6.891140176727605,4.749750651113809,3.218906703939867,42.88229495412224,0.2993026142361768,0.3539622627806277,0.3401603856769323,71.29149440462764,5.325986103481001,12.84598137153679,6.664796293605533,3.8717418267490302,"2020.3,2257.4,2388.4,2485.1,2644.1,2727.2,3229.1","0.55,0.66,0.48,0.51,0.63,0.25,0.38","410.4,450.7,802.8,1160.2,1316.1,1329.9,1629.2,1809.0,1891.7","0.83,0.32,0.45,0.40,0.80,0.23,0.66,0.81,0.90","5.91,16.40,22.39","0.57,0.68,0.60",2012,Yes,0.5521414468400485
COF_0011,c1ccncc1,hcb,3D,SO3H;NH2;COOH,3168.675733431885,1.945263107381827,0.476978964797648,18.827839740156776,0.3331919626643582,372.4619152025638,3.3945666792236304,4.045586714715919,16.01255053428001,5.408832848214588,5.608758474892895,3.0245080561310416,5.814958271937823,0.6723502856670103,0.7601124160589113,0.5915316942023203,69.14477268626797,2.762695214571307,13.644325402502195,9.887295602977126,4.560911093681398,"1105.7,2017.3,2788.4,3299.0,3322.8","0.99,0.87,0.30,0.94,0.90","405.7,570.0,609.3,882.8,946.1,1286.7,1294.2,1539.6,1618.0","0.89,0.94,0.57,0.58,0.93,0.67,0.23,0.93,0.40","2.50,7.65,8.77,15.77,17.92,20.94,24.06,26.03,27.21,36.76,38.52","0.53,0.27,1.00,0.60,0.68,0.25,0.80,0.37,0.92,0.36,0.35",2017,No,0.6335826036418697
COF_0012,c1ccncc1,dia,3D,COOH;OH;F,2474.883126969024,1.735699024517792,0.7467131437033739,35.61425124264963,0.5552043312302223,244.91611005528344,3.0064924414949017,1.0730596765869198,13.2737741650237,4.865390581253125,4.191710854125918,2.790165596546304,49.051914602718256,0.7711087588172547,0.6387682482183976,0.5570535783319985,58.92226199386906,4.527539395530169,13.925734695506309,6.4105261966504825,16.213937718443987,"1068.5,1282.1,1443.1,1456.6,2562.4,2750.1,3110.4","0.86,0.52,0.73,0.36,0.43,0.92,0.21","421.0,804.6,1324.6,1357.3,1467.1,1524.6,1726.6,1777.6,1839.1","0.86,0.49,0.23,0.86,0.48,0.82,0.49,0.89,0.38","6.34,8.92,19.90,20.42,21.47,23.50,31.63,39.44","0.79,0.76,0.52,0.37,0.72,0.54,0.31,0.92",2006,Yes,0.6511482528415701
COF_0013,c1ccc(cc1)C#N,bor,2D,CF3;F;NH2,442.2129896333389,1.4778434992941416,0.7472113833778797,33.808103265291834,0.4651800137636304,461.6209108914906,1.8014613211231956,0.9552517711890752,3.837322891906744,3.683961464682988,1.892841648674882,1.1699158820175295,23.197167569706092,0.6359765356533982,0.6928160800006153,0.4427163983241699,56.364994107081834,6.1853949535151465,11.557900945358654,13.901677804794884,11.990032189249476,"1602.2,2085.3,2329.3,2591.9,3329.4","0.79,0.37,0.22,0.41,0.68","478.4,1053.6,1322.0,1723.5,1919.4","0.48,0.48,0.53,0.76,0.68","5.48,7.20,11.36,12.34,15.72,24.43,28.40,32.38,33.13,36.86,38.11","0.56,0.35,0.63,0.90,0.79,0.85,0.73,0.75,0.88,0.40,0.59",2019,No,0.566618779174329
COF_0014,c1cc2ccccc2n1,pts,2D,OH,2208.4640136538,1.1637065121189976,0.3325748366651109,34.24094685833126,0.5710830319142088,359.18167771106914,3.0906836759181946,1.5031726439673552,12.61436589606888,2.0736688366975193,3.5990307385107205,6.72888591502345,21.411376225578763,0.5778326382179944,0.4538717250055239,0.4812829467628809,63.08970899363702,4.862138797167328,17.059654691013463,8.999219374950238,5.989278143231942,"1952.4,2204.5,2792.2","0.90,0.53,0.57","238.3,1152.1,1774.5,1890.3","0.84,1.00,0.48,0.81","5.48,12.32,14.78,17.13,20.23,21.86,24.07","0.79,0.20,0.57,0.44,0.88,0.77,0.67",2020,Yes,0.7947266561752044
COF_0015,c1ccc2ccccc2c1,hcb,3D,CN;NO2,3621.2535513237176,0.9805410154461665,0.8474096518705699,44.29322060320327,0.6365243608211849,518.2289091678392,2.978369819626718,2.8773181602796587,15.810176377359134,6.2597682485059,4.7944265031294835,2.3594840579630816,15.375613811225856,0.7101187710353305,0.6910849015246505,0.6945278918047231,59.32648046073107,4.591301833381961,13.959111086455115,8.825409511183487,13.297697108248371,"1215.5,1869.9,2679.3,2847.2,3002.7","0.38,0.38,0.63,0.67,0.66","691.3,904.1,1023.4,1058.0","0.24,0.88,0.23,0.46","4.89,5.08,5.31,10.37,11.87,16.16,17.52,20.84,22.93,27.96,29.49","0.88,0.60,0.58,0.67,0.86,0.48,0.74,0.65,0.41,0.90,0.84",2012,Yes,0.7791272943826603
COF_0016,c1ccc(cc1)C(F)(F)F,pts,2D,NO2;SO3H;OH,3108.612357157306,2.2032786859316267,1.0279883035134054,11.344204211722948,0.5444514947104054,465.35772457623057,1.5215197920966164,0.9998646167975728,16.366746289705667,6.745871107872011,4.07482351158152,2.427534996723026,17.916715992871076,0.5129612665942106,0.5961286726417534,0.4596955641093002,65.79970759431711,5.899226975755718,6.604709582404376,11.893362732526365,9.802993114996411,"1284.6,1858.8,1967.1,3068.3","0.80,0.83,0.34,0.82","321.2,741.7,822.6,1247.9,1317.6,1474.7","0.24,0.90,0.98,0.98,0.80,0.30","2.04,4.49,8.04,11.60,16.13,19.80,33.11,33.22,37.88","0.28,0.88,0.62,0.86,0.44,0.87,0.82,0.38,0.31",2007,No,0.3974627382085762
COF_0017,c1ccncc1,hcb,2D,SO3H,1342.8361302167143,3.445524003063416,0.6502674069465474,40.76396814716538,0.4933692104383138,230.27424735188876,2.80333365075177,1.1035445873964609,11.965384658385922,4.496292735133702,3.3688992181153172,2.646112566719546,13.348648206640451,0.6704385879923093,0.7573080352689125,0.7696973610402864,67.52440643262831,2.656224388411938,5.487892692368779,13.971022021603927,10.360454464987043,"803.3,1300.7,2047.7,2415.5,2439.7","0.40,0.65,0.38,0.33,0.72","220.9,330.4,684.2,758.7,906.5,1019.4,1635.6","0.58,0.68,0.43,0.76,0.89,0.82,0.23","2.70,5.91,7.55,9.99,15.15,20.33,23.69,30.47","0.82,0.95,0.26,0.63,0.91,0.27,0.86,0.49",2011,Yes,0.6911271490724257
COF_0018,c1ccc(cc1)C#N,hcb,2D,NH2;OH;CN,878.5492328269535,0.4555306571369608,0.9000732744980005,33.25902905947605,0.6089445554880261,453.9899714188024,3.041938247492171,1.11833160173096,5.540282747054853,2.1903858162955743,1.736046190587035,2.260592034829884,8.605168087310382,0.7572883082648838,0.8511713716615271,0.66327803131198,65.52805321872226,5.657947608776659,6.2244497304588435,2.7845770918773294,19.804972350164903,"1230.8,1291.7,1391.9,1709.6,3153.8,3434.8","0.83,0.73,0.60,0.64,0.78,0.38","346.7,925.9,1087.9","0.38,0.53,0.36","3.52,15.15,16.10,18.17,19.58,29.63,30.22,34.99,39.53","0.89,0.66,0.55,0.78,0.59,0.90,0.92,0.54,0.42",2023,Yes,0.4966218272865648
COF_0019,c1ccncc1,ftw,3D,SO3H,1175.6956087225628,2.73840070392046,0.6458412013943178,29.07421534648034,0.3921622370275966,389.1630177179157,2.326062349295394,3.921942042889889,8.649394497376077,3.365502440860188,2.424932051528572,2.145490659868333,31.681327992430184,0.503483693545177,0.5234536261249481,0.5554205703323332,62.98091892274222,6.289931269613529,5.135456061943254,9.649364233427873,15.944329512273114,"998.4,1153.4,1258.3,1437.3,2025.2,3418.5","0.62,0.47,0.86,0.54,0.40,0.69","654.6,846.7,882.8","0.68,0.49,0.63","24.24,32.62,34.08","0.89,0.36,0.29",2022,No,0.760957823850469
COF_0020,c1cc2ccccc2n1,srs,3D,F,1127.450119831158,0.7120354874072599,0.2974111426455655,9.132358284960628,0.8573634012009368,351.1350661932523,2.4597941631841467,2.61988178629739,3.26115697002582,2.663546835754047,0.2105342987014973,1.370403555780146,28.95102449718346,0.3689002525978599,0.3431496635493983,0.3660635709700315,69.61658949741752,2.7808192239608696,8.518419400022431,14.523508826665187,4.560663051933972,"847.3,1810.6,2586.4,3442.3","0.40,0.86,0.89,0.81","588.2,1386.0,1417.7,1441.1,1875.7","0.52,0.72,0.29,0.73,1.00","5.44,6.15,12.97,14.09,26.72,30.59,34.92,39.75","0.81,0.94,0.55,0.92,0.90,0.45,0.90,0.50",2011,Yes,0.5359071561588401
COF_0021,c1ccc(cc1)N,dia,3D,SO3H;COOH;F,2744.7118161865837,1.9553354208846097,0.6888613980263217,5.586682281850552,0.4217269917110351,432.0500697525726,3.018688655845732,1.988235677566843,18.624800862004943,5.707757695360201,2.74397550617973,3.347981786361426,26.451296376852163,0.4134393443407636,0.5061535025507385,0.4284017648391857,71.44786837634116,4.154310457690166,18.450714347601835,2.9266435107171307,3.020463307649706,"1332.3,1826.2,2567.7","0.58,0.36,0.33","662.2,712.8,753.1,760.4,1170.5,1645.4","0.69,0.77,0.42,0.53,0.30,0.34","6.06,11.75,20.37,21.96,22.91,23.56,28.94,32.63,38.59","0.23,0.71,0.96,0.68,0.86,0.91,0.38,0.37,0.69",2014,No,0.8731170565073034
COF_0022,c1ccc(cc1)O,srs,3D,NH2,1993.2614033721184,2.3696696575909995,0.305088845218135,29.95437298706292,0.9,275.44468855580493,2.973747489888364,0.7845126622120802,10.996388637702992,5.248458098127117,3.912846894743304,2.9064647183987775,29.60138357213315,0.3317080011198907,0.43169272276073,0.3389482282271637,57.72879505113466,5.475722770237969,11.06478152156438,7.566594994032992,18.164105663029986,"1146.7,2669.6,3476.4","0.28,0.78,0.66","676.8,818.4,860.5,922.1,996.3,1272.4,1310.9,1361.5,1590.7","0.87,0.74,0.26,0.71,0.42,0.67,0.74,0.38,0.57","4.29,19.68,23.20,23.37,27.15,27.44,29.76,39.78","0.97,0.34,0.75,0.36,0.63,0.28,0.56,0.80",2021,Yes,0.5996874303869724
COF_0023,c1ccncc1,pts,2D,COOH;NH2;NO2,3356.7339787815076,2.7132393362809286,0.4680223876702533,31.86233774452149,0.5645129473906288,480.00765613644745,2.9293723840670807,1.2997392910004628,17.729935915661827,8.0,4.538869998835549,2.012053450799227,20.375352585361437,0.4545206664833296,0.5059584174773862,0.2794388938947048,60.594070769429585,6.711935095511166,18.10004992585772,4.102934747577425,10.491009461624117,"1855.8,1872.4,2153.1,2329.8,2351.4","0.63,0.70,0.74,0.63,0.78","345.7,512.3,748.4,925.4,1622.1","0.76,0.48,0.98,0.71,0.86","6.63,7.29,13.92,14.07,20.22,25.04,27.32,33.36,33.51,36.13,38.21","0.58,0.60,0.39,0.26,0.82,0.30,0.68,0.95,0.90,0.42,0.88",2015,No,0.6058745856542788
COF_0024,c1ccc(cc1)O,sql,3D,NH2;OH;NO2,1071.1357753948307,1.7476453958641398,1.0296788987782497,29.779910056303507,0.5102259574925496,276.3193703214995,1.3492596286741634,0.5800800809198753,5.8423216180226625,3.6883884812193135,2.274076388447765,1.1223310789485412,32.81232534292337,0.5794303128584837,0.5369534161377575,0.4299445098428999,68.11447345123312,6.240079426247007,15.864762045149918,12.29721723888706,0.0,"1277.6,1471.2,1756.4,1845.1,2100.4,2218.9,3402.3","0.31,0.53,0.83,0.67,0.74,0.35,0.70","221.8,397.5,634.2,1078.1,1642.8,1927.2,1956.6","0.64,0.56,0.88,0.28,0.59,0.32,0.46","16.28,16.99,19.46,20.09","0.83,0.91,0.96,0.83",2013,No,0.5239000836917181
COF_0025,c1ccc2ccccc2c1,dia,2D,SO3H;CF3,4072.664665789093,1.669023379724096,0.9009216244891084,31.374156888231308,0.6414815500339,422.5980829708204,1.43330408112138,2.6636558319002948,17.007258523810805,7.494364019972414,4.960364374089949,3.1301013340650723,35.6102500643759,0.1980954345067694,0.2807118136406097,0.3326845210867942,60.930711625753105,3.748516148729248,16.619802967717728,10.597817943915388,8.103151313884524,"985.5,1758.1,1912.8,1945.6,2284.0,3042.4","0.27,0.61,0.92,0.83,0.38,0.98","275.5,418.5,570.2,1154.5,1307.0,1359.0,1594.3,1637.7,1943.3","0.43,0.98,0.68,0.67,0.80,0.85,0.73,0.30,0.47","5.61,8.22,12.40,16.29,16.77,20.85,22.90,24.74,27.69,37.28","0.21,0.99,0.74,0.45,0.90,0.41,0.64,0.71,0.38,0.98",2018,No,0.7948216987270578
COF_0026,c1ccc(cc1)C(F)(F)F,bor,2D,F;CN;NO2,337.80575071700076,0.6603703734800862,0.3449016508000181,34.03919639941182,0.5207074977375364,386.9313886741036,2.6814060560224,2.3439051625963465,2.805028081986578,2.3967768805677605,0.8124428451501848,2.470686885368776,18.389680309346925,0.601568915673647,0.5969986341336453,0.6201780774847347,58.20143269909146,4.307787372098949,5.1399742974064,5.206825238781099,27.143980392622097,"1323.7,1550.3,1639.5,2575.4,2804.3,3175.5,3179.9","0.85,0.69,0.75,0.50,0.63,0.62,0.88","263.6,564.5,1542.3,1924.5","0.49,0.46,0.32,0.44","2.07,6.74,7.24,8.78,10.25,16.64,21.08,26.45,27.20,31.66","0.22,0.33,0.35,0.51,0.52,0.90,0.61,0.78,0.28,0.38",2024,No,0.7009772026904938
COF_0027,c1ccc(cc1)O,bor,2D,NH2;CN,3738.96493428327,1.7940693196957422,0.2847641070477643,7.342037169759168,0.7673853080048042,453.5347084645022,2.8772299293448125,1.116770070304538,13.48661942230652,7.684452168885069,4.376922120947017,1.3118032289550097,24.530871477824387,0.2760271137301996,0.3537926066504318,0.2183031938441427,63.42496106588144,5.180886823541163,16.78477427120348,3.5383704820040354,11.071007357369863,"1298.1,1703.2,1778.0,1836.3,2344.1,2387.0","0.22,0.22,0.87,0.42,0.61,0.44","301.0,606.0,878.4,983.3,1031.1,1065.6,1734.9","0.95,0.76,0.70,0.24,0.92,0.93,0.82","7.14,8.04,25.19,26.96,30.55,31.09","0.97,0.26,0.25,0.43,0.41,0.40",2018,Yes,0.6865137099289608
COF_0028,c1ccc(cc1)C(F)(F)F,ftw,3D,OH;CF3,3860.939861805879,0.2581019938962227,0.8816693842193574,27.479713898672273,0.402936327947095,474.71304963993504,1.472849221525093,0.8545493978378874,17.011366786400345,5.284984980944608,3.3521254367643127,3.287245453364506,44.69610264269271,0.5244928906634567,0.4914998559629524,0.371091913441315,74.59101680763514,2.724825361899085,15.87733591326672,4.485479119042257,2.321342798156806,"2052.6,2443.0,3424.4","0.48,0.29,0.32","359.9,609.3,952.4,1181.2,1430.8,1964.9","0.52,0.63,0.83,0.64,0.69,0.38","8.30,20.42,34.30,37.94","0.74,0.57,0.53,0.72",2016,Yes,0.9533370387852308
COF_0029,c1ccncc1,sql,3D,SO3H;NH2,2313.0632968688938,1.2552434033104092,1.1593492700247243,26.793910363380625,0.7193157379003932,225.9220739276023,1.752507565585227,2.6788075177135378,9.674063957764377,4.841387512808222,3.890241377813054,2.1877219859292594,30.109133245218793,0.441409820137334,0.538183699120415,0.4128333938767802,70.96688376448657,3.859663339584325,11.77545228847524,7.165958076309114,6.2320425311447565,"1350.2,1575.3,2213.0,2894.2,3404.1","0.83,0.66,0.71,0.84,0.52","484.3,698.4,770.2,1159.5,1452.6,1627.9,1742.9,1831.1","0.99,0.31,0.36,0.35,0.92,0.72,0.32,0.55","6.47,6.65,14.15,20.44,30.11,34.56,38.77,39.56","0.78,0.46,1.00,0.98,0.72,0.30,0.75,0.27",2008,No,0.3725796269845169
COF_0030,c1ccc(cc1)O,srs,3D,OH;F,3883.0701812336633,2.884815947129631,0.7948731304840989,33.40971194493246,0.5544507714189005,491.1401762444556,2.418530394346428,0.5100911438569757,19.722750966294814,6.340418110738598,5.02646071948301,3.606492602507671,12.81927169110847,0.6354715772102695,0.6228713215722438,0.4777427713454362,69.97652673926613,5.25573792440837,14.313928512176467,6.580874305925507,3.872932518223536,"884.0,1087.1,1485.7,1650.3,2796.1,2976.7,3078.1","0.20,0.75,0.33,0.72,0.99,0.26,0.26","259.7,582.8,749.6,1122.8,1449.5","0.44,0.72,0.95,0.90,0.81","2.01,4.25,26.73,35.22,36.16","0.34,0.51,0.50,0.38,0.51",2007,No,0.2955489198390627
COF_0031,c1ccc2ccccc2c1,srs,3D,F;COOH;NO2,4353.158836574572,0.5333434620377545,0.9784571589636808,43.911052915683435,0.681130383372202,497.0221001352531,3.163597386521255,2.803449527015234,19.717470338963455,8.0,4.961446235296911,3.5816151960769114,33.57900976593734,0.5108201574481278,0.4689274766151359,0.3559023012753,55.922471286714675,4.835853899596928,9.257426705352804,12.718952505131416,17.26529560320418,"930.0,1602.5,1609.8,2603.1,2806.6,3101.1,3237.8","0.67,0.91,0.35,0.26,0.39,0.84,0.23","654.2,682.0,1232.0,1385.9,1620.5","0.38,0.59,0.79,0.62,0.23","18.36,21.66,23.73,33.51,35.40","0.45,0.55,0.82,0.68,0.91",2012,No,0.5672068933261903
COF_0032,c1ccc(cc1)N,dia,2D,NO2;COOH,722.8664573533675,0.8962271191726513,1.0654253686698807,43.83064825899132,0.4656001789778247,376.0560538275986,3.167680625710876,0.943151155995482,3.3003983557786367,0.5622710436695493,1.2346872776330202,5.624567103894453,45.83210741207811,0.3427646000155075,0.4842504840412233,0.1443381871315706,64.39487525981367,4.237340706612289,12.114326306468907,9.68127673652354,9.572180990581586,"814.9,820.7,899.1,1091.7,1391.5,1714.9,2967.0","0.66,0.61,0.43,0.95,0.52,0.27,0.69","436.7,821.4,1088.4,1113.3,1464.1,1773.6,1987.1","0.42,0.52,0.54,0.53,0.93,0.77,0.69","33.21,33.30,38.29","0.20,0.71,0.24",2017,No,0.5240084239950573
COF_0033,c1ccc(cc1)O,srs,3D,CF3,2134.6288139566077,1.3547802739871164,0.3331275005337124,21.757911607499015,0.5803114549361543,246.45940464702815,2.0095425836719683,1.7265257111040149,10.823667674757196,4.639319959780132,2.1577795044844583,3.0379923450889583,31.71473560438423,0.3167263985770467,0.3527224237095339,0.3404763131766996,69.47946110932187,2.602792082018451,18.536799609287627,2.8637699766250737,6.517177222746966,"831.6,1596.6,1939.5,2112.2","0.66,0.23,0.30,0.65","321.3,339.7,897.3,927.0,1039.9,1176.6,1670.1,1733.3,1751.1","0.67,0.38,0.51,0.56,0.66,0.81,0.28,0.91,0.21","3.04,3.70,8.29,14.91,16.93,21.44,21.66,21.98,26.54,30.95,37.97","0.50,0.21,0.51,0.83,0.68,0.28,0.88,0.62,0.87,0.66,0.65",2008,Yes,0.6430686247802736
